train_loss,train_accuracy,valid_loss,valid_accuracy
0.2566,0.8831,0.1203,0.9443
0.1239,0.9441,0.0741,0.9601
0.1355,0.9352,0.1249,0.9328
0.0853,0.9570,0.0636,0.9648
0.0872,0.9608,0.1327,0.9412
0.1049,0.9496,0.0673,0.9627
0.0543,0.9687,0.0582,0.9695
0.0475,0.9743,0.0650,0.9653
0.0560,0.9734,0.0719,0.9606
0.0292,0.9823,0.0664,0.9648
0.0684,0.9664,0.0712,0.9606
0.0406,0.9766,0.0944,0.9643
0.0724,0.9651,0.0970,0.9611
0.0375,0.9794,0.0652,0.9680
0.0314,0.9840,0.1335,0.9459
0.0237,0.9857,0.0861,0.9664
0.0410,0.9812,0.1319,0.9459
0.0442,0.9827,0.0895,0.9601
0.0298,0.9856,0.0817,0.9680
0.0066,0.9958,0.0982,0.9695
0.0055,0.9968,0.1278,0.9643
0.0695,0.9663,0.1122,0.9527
0.0324,0.9827,0.1536,0.9538
0.0155,0.9930,0.1096,0.9659
0.0093,0.9943,0.0925,0.9664
0.0077,0.9953,0.0969,0.9659
0.0024,0.9986,0.1250,0.9690
0.0005,0.9997,0.1821,0.9674
0.0208,0.9907,0.1003,0.9580
0.0631,0.9725,0.0791,0.9617
0.0101,0.9938,0.0746,0.9685
0.0060,0.9968,0.1508,0.9590
0.0026,0.9978,0.1333,0.9695
0.0360,0.9842,0.1148,0.9653
0.0030,0.9982,0.1374,0.9648
0.0185,0.9888,0.0805,0.9680
0.0586,0.9719,0.1820,0.9228
0.0942,0.9641,0.1094,0.9496
0.0306,0.9846,0.1260,0.9585
0.0105,0.9953,0.1416,0.9601
0.0074,0.9955,0.1238,0.9659
0.0098,0.9947,0.0965,0.9543
0.0089,0.9949,0.1591,0.9622
0.0060,0.9972,0.1001,0.9674
0.0010,0.9995,0.1359,0.9706
0.0101,0.9966,0.1042,0.9659
0.0043,0.9977,0.1345,0.9674
0.0027,0.9982,0.1263,0.9627
0.0126,0.9952,0.2740,0.9233
0.0326,0.9860,0.1408,0.9622
0.0021,0.9994,0.1377,0.9659
0.0013,0.9994,0.1477,0.9659
0.0009,0.9994,0.1488,0.9669
0.0007,0.9999,0.1584,0.9659
0.0004,0.9997,0.1620,0.9659
0.0002,1.0000,0.1684,0.9653
0.0002,1.0000,0.1733,0.9648
0.0003,1.0000,0.1782,0.9659
0.0005,0.9997,0.1773,0.9659
0.0003,0.9999,0.1922,0.9664
0.0002,1.0000,0.1856,0.9653
0.0002,1.0000,0.1884,0.9685
0.0001,1.0000,0.1908,0.9669
0.0002,0.9999,0.1966,0.9674
0.0001,1.0000,0.2018,0.9706
0.0001,1.0000,0.2167,0.9680
0.0004,0.9996,0.2071,0.9664
0.0004,0.9997,0.1953,0.9664
0.0000,1.0000,0.1973,0.9680
0.0002,0.9997,0.2036,0.9685
0.0000,1.0000,0.2081,0.9680
0.0000,1.0000,0.2121,0.9669
0.0000,1.0000,0.2159,0.9685
0.0000,1.0000,0.2206,0.9690
0.0000,1.0000,0.2242,0.9690
0.0000,1.0000,0.2269,0.9690
0.0000,1.0000,0.2375,0.9643
0.0001,0.9999,0.2457,0.9680
0.0000,1.0000,0.2363,0.9680
0.0000,0.9999,0.2541,0.9627
0.0001,1.0000,0.2448,0.9659
0.0000,1.0000,0.2503,0.9648
0.0000,1.0000,0.2517,0.9664
0.0001,1.0000,0.2548,0.9664
0.0001,0.9999,0.2709,0.9659
0.0000,1.0000,0.2728,0.9653
0.0000,1.0000,0.2908,0.9664
0.0000,1.0000,0.2909,0.9648
0.0000,1.0000,0.3038,0.9669
0.0000,1.0000,0.3000,0.9680
0.0001,1.0000,0.2656,0.9653
0.0000,1.0000,0.2680,0.9653
0.0000,1.0000,0.2825,0.9674
0.0000,1.0000,0.2776,0.9669
0.0000,1.0000,0.2823,0.9653
0.0000,1.0000,0.2832,0.9664
0.0000,1.0000,0.2862,0.9653
0.0001,0.9999,0.3044,0.9659
0.0001,0.9999,0.2841,0.9664
0.0004,0.9997,0.2568,0.9674
