train_loss,train_accuracy,valid_loss,valid_accuracy
0.2117,0.9059,0.1504,0.9228
0.1418,0.9379,0.0833,0.9617
0.0924,0.9547,0.0946,0.9506
0.0745,0.9628,0.0760,0.9601
0.0535,0.9691,0.0900,0.9527
0.0477,0.9768,0.0692,0.9653
0.0271,0.9840,0.0964,0.9596
0.0213,0.9868,0.0899,0.9606
0.0575,0.9726,0.0814,0.9590
0.0585,0.9710,0.1162,0.9517
0.0172,0.9894,0.0812,0.9648
0.0294,0.9840,0.0849,0.9648
0.0256,0.9878,0.0915,0.9622
0.0082,0.9959,0.1297,0.9653
0.0403,0.9806,0.1235,0.9433
0.0187,0.9925,0.1028,0.9596
0.0348,0.9875,0.0787,0.9659
0.0136,0.9943,0.1284,0.9554
0.0143,0.9913,0.1149,0.9611
0.0109,0.9940,0.1296,0.9575
0.0074,0.9964,0.1238,0.9648
0.0287,0.9889,0.1537,0.9433
0.0116,0.9949,0.1091,0.9575
0.0091,0.9953,0.1210,0.9643
0.0039,0.9981,0.1491,0.9648
0.0268,0.9903,0.1641,0.9322
0.0427,0.9801,0.1546,0.9517
0.0235,0.9890,0.1250,0.9580
0.0097,0.9961,0.1068,0.9622
0.0085,0.9962,0.1170,0.9632
0.0098,0.9963,0.1986,0.9470
0.0229,0.9901,0.1140,0.9632
0.0095,0.9968,0.1356,0.9554
0.0024,0.9983,0.1589,0.9622
0.0058,0.9982,0.1316,0.9627
0.0091,0.9959,0.1197,0.9611
0.0354,0.9838,0.1132,0.9611
0.0259,0.9933,0.0889,0.9632
0.0176,0.9925,0.1850,0.9496
0.0043,0.9975,0.3071,0.9569
0.0034,0.9986,0.1264,0.9643
0.0044,0.9980,0.0852,0.9638
0.0149,0.9940,0.1229,0.9622
0.0073,0.9976,0.1338,0.9590
0.0066,0.9975,0.2046,0.9401
0.0036,0.9987,0.1233,0.9527
0.0047,0.9978,0.1863,0.9632
0.0018,0.9991,0.1900,0.9632
0.0005,0.9999,0.2625,0.9606
0.0063,0.9962,0.1183,0.9533
0.0026,0.9992,0.1238,0.9617
0.0008,0.9999,0.1320,0.9617
0.0004,0.9997,0.1345,0.9617
0.0004,1.0000,0.1394,0.9622
0.0009,0.9999,0.1554,0.9622
0.0001,1.0000,0.1634,0.9611
0.0001,1.0000,0.1634,0.9611
0.0001,1.0000,0.1676,0.9611
0.0001,1.0000,0.1741,0.9601
0.0001,1.0000,0.1670,0.9617
0.0001,1.0000,0.1797,0.9617
0.0004,0.9997,0.1812,0.9632
0.0001,1.0000,0.1925,0.9617
0.0001,1.0000,0.1856,0.9622
0.0000,1.0000,0.1922,0.9622
0.0000,1.0000,0.2055,0.9622
0.0000,1.0000,0.1960,0.9653
0.0001,0.9999,0.2242,0.9596
0.0001,0.9999,0.1991,0.9659
0.0000,1.0000,0.2039,0.9653
0.0000,1.0000,0.2092,0.9659
0.0000,1.0000,0.2145,0.9659
0.0000,1.0000,0.2192,0.9664
0.0000,1.0000,0.2223,0.9664
0.0000,1.0000,0.2276,0.9659
0.0000,1.0000,0.2347,0.9659
0.0000,1.0000,0.2379,0.9659
0.0000,1.0000,0.2439,0.9648
0.0000,1.0000,0.2558,0.9638
0.0000,1.0000,0.2615,0.9627
0.0000,1.0000,0.2683,0.9627
0.0000,1.0000,0.2715,0.9627
0.0000,1.0000,0.2778,0.9622
0.0000,1.0000,0.2810,0.9653
0.0000,1.0000,0.2952,0.9617
0.0000,1.0000,0.3246,0.9606
0.0000,1.0000,0.2707,0.9664
0.0000,1.0000,0.2777,0.9664
0.0000,1.0000,0.3114,0.9638
0.0000,1.0000,0.3133,0.9638
0.0000,1.0000,0.3148,0.9638
0.0000,1.0000,0.3186,0.9632
0.0000,1.0000,0.3222,0.9632
0.0000,1.0000,0.3281,0.9627
0.0000,1.0000,0.3328,0.9638
0.0000,1.0000,0.3342,0.9638
0.0000,1.0000,0.3371,0.9638
0.0000,1.0000,0.3400,0.9638
0.0000,1.0000,0.3428,0.9638
0.0000,1.0000,0.3914,0.9606
