train_loss,train_accuracy,valid_loss,valid_accuracy
0.2902,0.8640,0.1261,0.9391
0.2132,0.9027,0.1715,0.9133
0.1330,0.9359,0.1505,0.9296
0.1306,0.9349,0.0956,0.9496
0.1201,0.9454,0.0891,0.9517
0.0884,0.9533,0.1035,0.9496
0.1102,0.9506,0.1664,0.9223
0.0792,0.9577,0.0735,0.9674
0.0713,0.9591,0.0810,0.9590
0.0616,0.9668,0.0873,0.9611
0.0891,0.9572,0.0921,0.9617
0.0442,0.9741,0.0811,0.9632
0.0499,0.9733,0.0902,0.9622
0.0537,0.9733,0.0900,0.9606
0.0541,0.9733,0.1293,0.9333
0.0863,0.9605,0.1803,0.9322
0.0604,0.9680,0.1002,0.9622
0.0700,0.9678,0.1303,0.9428
0.0530,0.9705,0.0898,0.9611
0.0802,0.9590,0.1062,0.9443
0.0318,0.9806,0.1074,0.9606
0.0203,0.9868,0.1490,0.9596
0.0297,0.9859,0.0845,0.9643
0.0399,0.9791,0.1237,0.9585
0.0193,0.9883,0.1270,0.9564
0.0342,0.9813,0.1600,0.9580
0.0368,0.9789,0.0951,0.9575
0.0245,0.9884,0.0954,0.9627
0.0158,0.9908,0.1570,0.9664
0.0219,0.9898,0.1417,0.9569
0.0110,0.9931,0.1063,0.9674
0.0650,0.9758,0.1123,0.9464
0.0519,0.9726,0.0989,0.9564
0.0153,0.9920,0.1080,0.9596
0.0339,0.9850,0.1639,0.9449
0.0117,0.9931,0.1538,0.9606
0.0116,0.9935,0.1068,0.9596
0.0195,0.9901,0.1033,0.9627
0.0141,0.9906,0.1300,0.9627
0.0470,0.9781,0.0970,0.9564
0.0143,0.9933,0.1216,0.9648
0.0046,0.9975,0.1331,0.9538
0.0219,0.9887,0.1080,0.9554
0.0120,0.9924,0.1670,0.9517
0.0889,0.9665,0.2532,0.9181
0.0307,0.9832,0.1742,0.9522
0.0082,0.9953,0.1638,0.9580
0.0025,0.9982,0.1638,0.9643
0.0092,0.9939,0.2497,0.9496
0.0540,0.9792,0.0834,0.9617
0.0088,0.9967,0.0903,0.9638
0.0038,0.9989,0.0973,0.9648
0.0039,0.9982,0.1059,0.9632
0.0032,0.9986,0.1156,0.9632
0.0019,0.9991,0.1170,0.9617
0.0019,0.9990,0.1197,0.9611
0.0020,0.9991,0.1131,0.9638
0.0010,0.9995,0.1281,0.9627
0.0012,0.9991,0.1431,0.9622
0.0007,1.0000,0.1498,0.9627
0.0007,0.9996,0.1574,0.9611
0.0007,0.9995,0.1697,0.9617
0.0006,0.9999,0.1666,0.9632
0.0003,1.0000,0.1882,0.9622
0.0004,0.9996,0.1735,0.9622
0.0004,0.9997,0.1772,0.9606
0.0003,0.9999,0.1721,0.9606
0.0003,0.9999,0.1830,0.9611
0.0002,1.0000,0.1855,0.9617
0.0002,1.0000,0.1814,0.9627
0.0005,0.9997,0.2504,0.9590
0.0001,1.0000,0.2177,0.9596
0.0001,1.0000,0.2069,0.9627
0.0001,1.0000,0.2138,0.9617
0.0004,0.9996,0.1940,0.9632
0.0002,1.0000,0.2347,0.9617
0.0001,1.0000,0.2218,0.9617
0.0004,0.9995,0.2502,0.9601
0.0000,1.0000,0.2251,0.9627
0.0001,1.0000,0.2132,0.9643
0.0001,1.0000,0.2399,0.9617
0.0000,1.0000,0.2476,0.9622
0.0022,0.9987,0.2728,0.9580
0.0011,0.9991,0.1988,0.9638
0.0001,1.0000,0.1998,0.9648
0.0003,0.9999,0.2046,0.9632
0.0001,1.0000,0.1990,0.9643
0.0004,0.9999,0.1953,0.9659
0.0002,0.9999,0.1740,0.9643
0.0000,1.0000,0.1883,0.9648
0.0000,1.0000,0.1861,0.9638
0.0000,1.0000,0.1893,0.9643
0.0000,1.0000,0.1914,0.9632
0.0000,1.0000,0.2032,0.9648
0.0002,0.9999,0.2373,0.9622
0.0000,1.0000,0.2414,0.9622
0.0000,1.0000,0.2378,0.9638
0.0000,1.0000,0.2317,0.9648
0.0000,1.0000,0.2531,0.9622
0.0000,1.0000,0.2624,0.9622
