train_loss,train_accuracy,valid_loss,valid_accuracy
0.1988,0.9151,0.1280,0.9480
0.1294,0.9376,0.0858,0.9590
0.0779,0.9638,0.1254,0.9606
0.0765,0.9632,0.0565,0.9753
0.0525,0.9729,0.0695,0.9774
0.0502,0.9768,0.0825,0.9758
0.0694,0.9675,0.0709,0.9690
0.0370,0.9817,0.0582,0.9732
0.0326,0.9833,0.0667,0.9743
0.0269,0.9833,0.0537,0.9800
0.0487,0.9766,0.0894,0.9664
0.0338,0.9829,0.0745,0.9774
0.0395,0.9819,0.0804,0.9716
0.0334,0.9831,0.1035,0.9522
0.0542,0.9768,0.0623,0.9785
0.0258,0.9887,0.0585,0.9758
0.0281,0.9859,0.0664,0.9711
0.0181,0.9897,0.0645,0.9753
0.0238,0.9876,0.0804,0.9716
0.0142,0.9911,0.0564,0.9785
0.0167,0.9904,0.0800,0.9743
0.0143,0.9926,0.0830,0.9701
0.0461,0.9827,0.0593,0.9800
0.0381,0.9820,0.0574,0.9737
0.0152,0.9910,0.0849,0.9711
0.0102,0.9934,0.0630,0.9816
0.0135,0.9933,0.1155,0.9732
0.0147,0.9927,0.0814,0.9727
0.0236,0.9876,0.0866,0.9695
0.0194,0.9894,0.0604,0.9795
0.0096,0.9939,0.0595,0.9785
0.0796,0.9739,0.1628,0.9512
0.0168,0.9922,0.0685,0.9758
0.0075,0.9949,0.0719,0.9743
0.0113,0.9939,0.0666,0.9753
0.0091,0.9958,0.0873,0.9785
0.0050,0.9968,0.0693,0.9785
0.0070,0.9968,0.0859,0.9722
0.0035,0.9977,0.0946,0.9779
0.0602,0.9947,0.1709,0.9480
0.0665,0.9755,0.0680,0.9774
0.0138,0.9933,0.0620,0.9806
0.0129,0.9954,0.0674,0.9753
0.0067,0.9955,0.0759,0.9743
0.0138,0.9949,0.0866,0.9706
0.0093,0.9945,0.0686,0.9764
0.0082,0.9973,0.0979,0.9748
0.0028,0.9983,0.0723,0.9806
0.0137,0.9939,0.0912,0.9732
0.0262,0.9880,0.0988,0.9690
0.0122,0.9953,0.0760,0.9779
0.0058,0.9971,0.0736,0.9774
0.0050,0.9971,0.0805,0.9779
0.0031,0.9986,0.0783,0.9790
0.0026,0.9983,0.0820,0.9790
0.0032,0.9990,0.0888,0.9764
0.0024,0.9985,0.0821,0.9785
0.0028,0.9982,0.0803,0.9774
0.0022,0.9986,0.0804,0.9785
0.0021,0.9992,0.0825,0.9795
0.0015,0.9991,0.0825,0.9800
0.0010,0.9995,0.0826,0.9800
0.0008,0.9995,0.0903,0.9790
0.0017,0.9987,0.0815,0.9811
0.0011,0.9996,0.0852,0.9779
0.0008,0.9999,0.0890,0.9779
0.0012,0.9990,0.0906,0.9774
0.0006,0.9995,0.0866,0.9779
0.0008,0.9996,0.0920,0.9785
0.0011,0.9995,0.0926,0.9790
0.0013,0.9994,0.0839,0.9785
0.0019,0.9991,0.1037,0.9764
0.0012,0.9996,0.0882,0.9779
0.0006,0.9997,0.0821,0.9800
0.0006,0.9997,0.0844,0.9806
0.0008,0.9994,0.0864,0.9785
0.0002,1.0000,0.0859,0.9790
0.0007,0.9994,0.0878,0.9790
0.0003,1.0000,0.0869,0.9800
0.0004,0.9997,0.0891,0.9779
0.0003,0.9997,0.0828,0.9811
0.0004,0.9997,0.0967,0.9790
0.0002,0.9997,0.0950,0.9790
0.0002,0.9999,0.0945,0.9795
0.0006,0.9999,0.0947,0.9800
0.0008,0.9997,0.1040,0.9790
0.0007,0.9996,0.0968,0.9800
0.0007,0.9991,0.0906,0.9806
0.0002,0.9999,0.0931,0.9795
0.0003,0.9999,0.1017,0.9790
0.0003,0.9996,0.0974,0.9795
0.0006,0.9996,0.0986,0.9806
0.0002,1.0000,0.0984,0.9790
0.0002,0.9999,0.1046,0.9806
0.0011,0.9996,0.1020,0.9779
0.0015,0.9996,0.1020,0.9816
0.0004,0.9999,0.1169,0.9779
0.0001,1.0000,0.1151,0.9795
0.0003,0.9999,0.1132,0.9774
0.0004,0.9997,0.1294,0.9758
