train_loss,train_accuracy,valid_loss,valid_accuracy
0.2214,0.9120,0.1335,0.9543
0.1124,0.9549,0.1317,0.9475
0.0892,0.9656,0.0827,0.9706
0.0670,0.9706,0.0613,0.9774
0.0550,0.9754,0.1397,0.9527
0.0682,0.9688,0.0985,0.9643
0.0436,0.9790,0.0662,0.9795
0.0634,0.9733,0.0827,0.9706
0.0522,0.9782,0.0845,0.9690
0.0428,0.9801,0.0554,0.9764
0.0437,0.9808,0.0776,0.9737
0.0514,0.9796,0.0580,0.9790
0.0251,0.9878,0.0630,0.9764
0.0230,0.9885,0.0517,0.9795
0.0254,0.9878,0.0644,0.9769
0.0293,0.9876,0.0525,0.9816
0.0550,0.9803,0.0872,0.9758
0.0326,0.9864,0.0506,0.9832
0.0817,0.9660,0.0807,0.9758
0.0460,0.9806,0.0761,0.9743
0.0152,0.9922,0.0657,0.9764
0.0208,0.9889,0.0561,0.9800
0.0367,0.9842,0.0591,0.9774
0.0201,0.9896,0.0575,0.9811
0.0246,0.9897,0.0588,0.9795
0.0505,0.9854,0.0635,0.9779
0.0149,0.9935,0.0529,0.9816
0.0202,0.9894,0.0798,0.9811
0.0458,0.9832,0.0487,0.9821
0.0281,0.9893,0.0608,0.9774
0.0191,0.9904,0.0708,0.9758
0.0143,0.9930,0.0700,0.9785
0.0215,0.9912,0.0608,0.9827
0.0122,0.9938,0.0614,0.9785
0.0243,0.9885,0.0598,0.9790
0.0108,0.9944,0.0626,0.9811
0.0120,0.9940,0.1444,0.9685
0.0453,0.9856,0.0699,0.9811
0.0170,0.9902,0.0745,0.9811
0.0123,0.9940,0.0775,0.9811
0.0490,0.9832,0.0481,0.9853
0.0339,0.9890,0.0661,0.9800
0.0105,0.9945,0.0431,0.9884
0.0089,0.9948,0.0521,0.9848
0.0142,0.9935,0.0434,0.9874
0.0139,0.9939,0.0486,0.9858
0.0055,0.9972,0.0380,0.9895
0.0102,0.9952,0.1059,0.9769
0.0468,0.9808,0.0714,0.9774
0.0145,0.9926,0.0889,0.9790
0.0107,0.9949,0.0561,0.9816
0.0060,0.9967,0.0573,0.9827
0.0040,0.9983,0.0551,0.9842
0.0037,0.9982,0.0519,0.9842
0.0029,0.9986,0.0544,0.9837
0.0034,0.9981,0.0597,0.9842
0.0034,0.9980,0.0602,0.9848
0.0018,0.9987,0.0626,0.9842
0.0043,0.9986,0.0590,0.9848
0.0021,0.9986,0.0593,0.9853
0.0015,0.9986,0.0566,0.9853
0.0014,0.9994,0.0630,0.9853
0.0014,0.9991,0.0660,0.9848
0.0017,0.9991,0.0585,0.9853
0.0013,0.9991,0.0599,0.9853
0.0015,0.9994,0.0625,0.9858
0.0030,0.9991,0.0542,0.9863
0.0012,0.9997,0.0614,0.9858
0.0009,0.9995,0.0684,0.9842
0.0015,0.9995,0.0653,0.9848
0.0007,0.9996,0.0665,0.9837
0.0012,0.9994,0.0677,0.9848
0.0009,0.9994,0.0735,0.9832
0.0006,0.9994,0.0691,0.9842
0.0013,0.9991,0.0633,0.9842
0.0010,0.9996,0.0649,0.9858
0.0004,0.9999,0.0670,0.9863
0.0008,0.9995,0.0788,0.9848
0.0005,0.9996,0.0711,0.9863
0.0014,0.9987,0.0748,0.9853
0.0007,0.9995,0.0769,0.9848
0.0006,0.9996,0.0784,0.9827
0.0010,0.9994,0.0811,0.9821
0.0006,0.9997,0.0794,0.9837
0.0003,0.9997,0.0921,0.9811
0.0003,0.9999,0.0815,0.9832
0.0012,0.9990,0.0784,0.9842
0.0006,0.9996,0.0871,0.9827
0.0006,0.9995,0.0876,0.9837
0.0004,0.9995,0.0783,0.9853
0.0002,1.0000,0.0836,0.9842
0.0006,0.9996,0.0818,0.9837
0.0008,0.9997,0.0767,0.9848
0.0004,1.0000,0.0711,0.9863
0.0008,0.9997,0.0775,0.9832
0.0003,0.9999,0.0761,0.9842
0.0001,1.0000,0.0762,0.9858
0.0004,0.9997,0.0876,0.9842
0.0009,0.9995,0.0802,0.9858
0.0001,0.9999,0.0854,0.9848
