train_loss,train_accuracy,valid_loss,valid_accuracy
0.2169,0.9166,0.0755,0.9732
0.0858,0.9631,0.0549,0.9800
0.0601,0.9691,0.0482,0.9821
0.0437,0.9781,0.0615,0.9753
0.0549,0.9753,0.0497,0.9816
0.0472,0.9792,0.1381,0.9554
0.0504,0.9789,0.0624,0.9795
0.0699,0.9753,0.0614,0.9711
0.0371,0.9823,0.0469,0.9811
0.0191,0.9904,0.0640,0.9753
0.0232,0.9890,0.0497,0.9848
0.0301,0.9861,0.0514,0.9869
0.0194,0.9901,0.0509,0.9832
0.0157,0.9924,0.0727,0.9806
0.0666,0.9827,0.2413,0.9023
0.0938,0.9603,0.0915,0.9701
0.0331,0.9855,0.0457,0.9800
0.0163,0.9926,0.0470,0.9811
0.0147,0.9929,0.0482,0.9827
0.0175,0.9910,0.0483,0.9795
0.0087,0.9954,0.0617,0.9785
0.0592,0.9810,0.0925,0.9664
0.0433,0.9828,0.0709,0.9743
0.0151,0.9911,0.0768,0.9816
0.0066,0.9972,0.0732,0.9832
0.0119,0.9933,0.0769,0.9806
0.0249,0.9915,0.0680,0.9743
0.0090,0.9953,0.0719,0.9790
0.0069,0.9966,0.0761,0.9764
0.0272,0.9907,0.0813,0.9748
0.0262,0.9887,0.0546,0.9779
0.0082,0.9962,0.0595,0.9827
0.0068,0.9973,0.0614,0.9821
0.0263,0.9901,0.0579,0.9827
0.0123,0.9949,0.0757,0.9764
0.0073,0.9967,0.0893,0.9769
0.0348,0.9912,0.0935,0.9706
0.0226,0.9901,0.1252,0.9601
0.0193,0.9915,0.0805,0.9790
0.0051,0.9972,0.0879,0.9827
0.0059,0.9968,0.1010,0.9774
0.0051,0.9972,0.0761,0.9848
0.0070,0.9975,0.1272,0.9785
0.0378,0.9888,0.1304,0.9737
0.0318,0.9896,0.1178,0.9711
0.0123,0.9944,0.1036,0.9674
0.0113,0.9952,0.1618,0.9622
0.0115,0.9949,0.0991,0.9795
0.0041,0.9977,0.1260,0.9769
0.0021,0.9990,0.0906,0.9816
0.0012,0.9989,0.0887,0.9816
0.0011,0.9995,0.0899,0.9811
0.0020,0.9991,0.0888,0.9816
0.0007,0.9999,0.0889,0.9816
0.0013,0.9995,0.0893,0.9821
0.0005,0.9996,0.0867,0.9827
0.0015,0.9991,0.0918,0.9827
0.0004,0.9997,0.0899,0.9827
0.0010,0.9999,0.0889,0.9837
0.0008,0.9996,0.0963,0.9806
0.0003,1.0000,0.0918,0.9821
0.0005,0.9995,0.0961,0.9811
0.0004,0.9997,0.0937,0.9816
0.0002,0.9999,0.0940,0.9821
0.0001,1.0000,0.0978,0.9821
0.0002,0.9999,0.0983,0.9821
0.0007,0.9999,0.1015,0.9811
0.0002,1.0000,0.1039,0.9821
0.0004,0.9996,0.0956,0.9816
0.0002,1.0000,0.0980,0.9816
0.0002,1.0000,0.1071,0.9800
0.0004,0.9999,0.1297,0.9785
0.0001,0.9999,0.1113,0.9811
0.0002,0.9997,0.1064,0.9795
0.0002,0.9999,0.0976,0.9811
0.0001,1.0000,0.1023,0.9811
0.0004,0.9999,0.1097,0.9821
0.0001,0.9999,0.1089,0.9816
0.0001,1.0000,0.1318,0.9800
0.0001,1.0000,0.1169,0.9821
0.0003,0.9996,0.1139,0.9806
0.0001,1.0000,0.1194,0.9800
0.0001,0.9999,0.1240,0.9806
0.0001,0.9999,0.1228,0.9806
0.0000,1.0000,0.1285,0.9806
0.0001,1.0000,0.1271,0.9806
0.0001,1.0000,0.1129,0.9811
0.0000,1.0000,0.1162,0.9806
0.0002,0.9996,0.1121,0.9800
0.0003,0.9999,0.1276,0.9785
0.0001,1.0000,0.1304,0.9785
0.0001,0.9999,0.1214,0.9811
0.0001,1.0000,0.1350,0.9821
0.0002,0.9999,0.1347,0.9811
0.0001,0.9999,0.1394,0.9785
0.0000,1.0000,0.1336,0.9827
0.0007,0.9996,0.1382,0.9779
0.0001,1.0000,0.1352,0.9790
0.0000,1.0000,0.1392,0.9795
0.0000,1.0000,0.1362,0.9811
