train_loss,train_accuracy,valid_loss,valid_accuracy
0.2038,0.9163,0.1340,0.9375
0.1174,0.9463,0.0885,0.9580
0.0712,0.9665,0.0841,0.9622
0.0634,0.9711,0.1084,0.9606
0.0624,0.9713,0.0640,0.9743
0.0592,0.9705,0.0813,0.9680
0.0440,0.9804,0.0750,0.9732
0.0350,0.9834,0.0521,0.9774
0.0599,0.9720,0.0645,0.9727
0.0322,0.9809,0.0684,0.9701
0.0343,0.9847,0.0628,0.9785
0.0412,0.9796,0.0730,0.9716
0.0516,0.9772,0.0652,0.9727
0.0244,0.9854,0.0679,0.9769
0.0287,0.9862,0.1088,0.9627
0.0329,0.9838,0.0605,0.9753
0.0167,0.9908,0.0521,0.9800
0.0297,0.9871,0.0728,0.9748
0.0383,0.9832,0.0933,0.9648
0.0200,0.9893,0.0794,0.9758
0.0194,0.9910,0.0592,0.9821
0.0280,0.9880,0.1206,0.9548
0.0381,0.9847,0.0696,0.9806
0.0199,0.9903,0.0577,0.9795
0.0095,0.9939,0.0841,0.9764
0.0113,0.9930,0.1070,0.9722
0.0099,0.9945,0.1422,0.9596
0.0503,0.9783,0.0847,0.9680
0.0300,0.9885,0.0565,0.9806
0.0093,0.9945,0.0890,0.9758
0.0169,0.9918,0.0672,0.9748
0.0097,0.9943,0.0632,0.9821
0.0188,0.9936,0.0925,0.9727
0.0167,0.9913,0.0644,0.9795
0.0059,0.9963,0.0885,0.9764
0.0073,0.9954,0.0664,0.9779
0.0654,0.9787,0.0808,0.9690
0.0261,0.9885,0.0715,0.9727
0.0090,0.9948,0.0625,0.9821
0.0109,0.9948,0.0684,0.9821
0.0135,0.9927,0.0832,0.9743
0.0144,0.9930,0.0676,0.9769
0.0058,0.9966,0.0835,0.9790
0.0094,0.9952,0.1014,0.9748
0.0061,0.9969,0.0696,0.9795
0.0064,0.9954,0.0909,0.9737
0.0104,0.9958,0.1121,0.9737
0.0331,0.9871,0.1066,0.9659
0.0286,0.9897,0.0589,0.9790
0.0053,0.9963,0.0714,0.9779
0.0045,0.9978,0.0645,0.9790
0.0028,0.9989,0.0657,0.9779
0.0030,0.9980,0.0656,0.9790
0.0017,0.9987,0.0649,0.9800
0.0018,0.9986,0.0620,0.9800
0.0012,0.9996,0.0600,0.9800
0.0011,0.9994,0.0633,0.9806
0.0021,0.9994,0.0644,0.9816
0.0014,0.9992,0.0568,0.9821
0.0014,0.9995,0.0569,0.9821
0.0010,0.9996,0.0554,0.9821
0.0009,0.9996,0.0594,0.9827
0.0011,0.9995,0.0567,0.9842
0.0007,0.9996,0.0641,0.9827
0.0007,0.9996,0.0580,0.9842
0.0013,0.9996,0.0594,0.9827
0.0009,0.9995,0.0611,0.9811
0.0004,0.9997,0.0595,0.9816
0.0007,0.9995,0.0667,0.9811
0.0012,0.9991,0.0605,0.9800
0.0005,0.9997,0.0652,0.9795
0.0007,0.9997,0.0726,0.9800
0.0007,0.9995,0.0638,0.9832
0.0002,0.9999,0.0693,0.9806
0.0007,0.9996,0.0664,0.9837
0.0009,0.9997,0.0697,0.9795
0.0002,1.0000,0.0687,0.9811
0.0008,0.9995,0.0750,0.9800
0.0006,0.9997,0.0812,0.9790
0.0006,0.9995,0.0694,0.9811
0.0003,0.9999,0.0681,0.9811
0.0005,0.9997,0.0664,0.9806
0.0002,0.9999,0.0710,0.9806
0.0003,0.9996,0.0793,0.9800
0.0004,0.9995,0.0764,0.9795
0.0008,0.9994,0.0748,0.9816
0.0005,0.9999,0.0957,0.9800
0.0006,0.9997,0.0752,0.9806
0.0002,1.0000,0.0851,0.9816
0.0005,0.9995,0.0727,0.9827
0.0004,0.9997,0.0870,0.9806
0.0010,0.9995,0.0961,0.9785
0.0004,0.9994,0.0825,0.9806
0.0006,0.9995,0.0807,0.9821
0.0002,1.0000,0.0882,0.9806
0.0002,0.9997,0.0819,0.9811
0.0002,0.9999,0.0830,0.9816
0.0002,0.9999,0.0888,0.9800
0.0003,0.9997,0.0892,0.9800
0.0009,0.9994,0.0758,0.9790
