train_loss,train_accuracy,valid_loss,valid_accuracy
0.3588,0.8390,0.2962,0.8503
0.2273,0.8966,0.1676,0.9265
0.1701,0.9261,0.2543,0.8918
0.1679,0.9235,0.1020,0.9596
0.1313,0.9424,0.1115,0.9559
0.1014,0.9521,0.0847,0.9664
0.0897,0.9591,0.1106,0.9585
0.1060,0.9513,0.0853,0.9601
0.0787,0.9632,0.1098,0.9522
0.0807,0.9609,0.0973,0.9617
0.0585,0.9707,0.0788,0.9659
0.0814,0.9650,0.0986,0.9596
0.0663,0.9674,0.0825,0.9706
0.0766,0.9632,0.0845,0.9674
0.0785,0.9629,0.0735,0.9727
0.0615,0.9702,0.0894,0.9617
0.0509,0.9769,0.0612,0.9737
0.0572,0.9739,0.0733,0.9659
0.0731,0.9685,0.0695,0.9722
0.0598,0.9724,0.0644,0.9716
0.0399,0.9801,0.0511,0.9795
0.0407,0.9763,0.0497,0.9790
0.0411,0.9801,0.0680,0.9748
0.0583,0.9726,0.0844,0.9680
0.0462,0.9777,0.0625,0.9785
0.0390,0.9806,0.0609,0.9769
0.0347,0.9823,0.1046,0.9538
0.0393,0.9794,0.0832,0.9716
0.0768,0.9648,0.1101,0.9590
0.0495,0.9755,0.0572,0.9769
0.0368,0.9810,0.0593,0.9764
0.0353,0.9815,0.0619,0.9758
0.0319,0.9843,0.0670,0.9774
0.0323,0.9827,0.0532,0.9795
0.0187,0.9894,0.0527,0.9785
0.0487,0.9757,0.1014,0.9617
0.0340,0.9827,0.0569,0.9753
0.0229,0.9861,0.0525,0.9790
0.0396,0.9820,0.0567,0.9758
0.0493,0.9775,0.1335,0.9617
0.0320,0.9854,0.0821,0.9674
0.0276,0.9841,0.0533,0.9811
0.0584,0.9715,0.0661,0.9758
0.0313,0.9855,0.0765,0.9690
0.0239,0.9852,0.0530,0.9764
0.0217,0.9892,0.0732,0.9753
0.0160,0.9908,0.0676,0.9795
0.0315,0.9857,0.0629,0.9758
0.0459,0.9800,0.0653,0.9753
0.0231,0.9887,0.0915,0.9643
0.0145,0.9911,0.0529,0.9795
0.0091,0.9948,0.0557,0.9790
0.0056,0.9961,0.0626,0.9779
0.0071,0.9962,0.0582,0.9758
0.0055,0.9954,0.0621,0.9779
0.0058,0.9967,0.0640,0.9764
0.0067,0.9952,0.0664,0.9764
0.0052,0.9969,0.0704,0.9769
0.0043,0.9963,0.0652,0.9800
0.0046,0.9972,0.0686,0.9785
0.0042,0.9972,0.0667,0.9811
0.0051,0.9971,0.0643,0.9795
0.0042,0.9969,0.0687,0.9806
0.0026,0.9986,0.0736,0.9800
0.0043,0.9975,0.0758,0.9774
0.0028,0.9981,0.0751,0.9790
0.0045,0.9977,0.0663,0.9795
0.0071,0.9973,0.0678,0.9779
0.0021,0.9987,0.0688,0.9790
0.0028,0.9983,0.0781,0.9806
0.0032,0.9978,0.0756,0.9774
0.0016,0.9992,0.0785,0.9779
0.0016,0.9992,0.0883,0.9764
0.0017,0.9987,0.0840,0.9774
0.0018,0.9990,0.0855,0.9785
0.0013,0.9994,0.0869,0.9790
0.0015,0.9989,0.0991,0.9764
0.0016,0.9986,0.0904,0.9790
0.0018,0.9990,0.0886,0.9795
0.0014,0.9987,0.1017,0.9764
0.0009,0.9992,0.0930,0.9800
0.0013,0.9990,0.0971,0.9806
0.0012,0.9992,0.0892,0.9811
0.0013,0.9991,0.0883,0.9806
0.0012,0.9991,0.0844,0.9811
0.0014,0.9985,0.0973,0.9779
0.0034,0.9987,0.0830,0.9790
0.0012,0.9992,0.0944,0.9795
0.0018,0.9989,0.0860,0.9800
0.0010,0.9994,0.1036,0.9800
0.0006,0.9997,0.0948,0.9821
0.0007,0.9996,0.0930,0.9816
0.0007,0.9995,0.0919,0.9800
0.0009,0.9996,0.0959,0.9816
0.0009,0.9992,0.0994,0.9811
0.0004,1.0000,0.1010,0.9779
0.0006,0.9994,0.1045,0.9790
0.0012,0.9990,0.0983,0.9785
0.0010,0.9996,0.1008,0.9790
0.0011,0.9990,0.1025,0.9811
