train_loss,train_accuracy,valid_loss,valid_accuracy
0.2039,0.9240,0.0827,0.9659
0.0890,0.9640,0.0761,0.9706
0.0606,0.9744,0.0576,0.9774
0.0506,0.9792,0.0485,0.9806
0.0387,0.9820,0.0633,0.9795
0.0332,0.9845,0.0692,0.9706
0.0297,0.9845,0.0416,0.9827
0.0248,0.9862,0.0690,0.9764
0.1008,0.9679,0.0823,0.9669
0.0737,0.9716,0.0493,0.9764
0.0452,0.9823,0.0452,0.9827
0.0319,0.9864,0.0627,0.9785
0.0241,0.9902,0.0397,0.9806
0.0167,0.9911,0.0644,0.9743
0.0252,0.9865,0.0420,0.9848
0.0134,0.9943,0.0485,0.9811
0.0298,0.9880,0.0949,0.9674
0.0231,0.9884,0.0506,0.9827
0.0153,0.9939,0.0825,0.9737
0.0173,0.9930,0.0518,0.9848
0.0110,0.9935,0.0492,0.9858
0.0861,0.9708,0.0512,0.9764
0.0309,0.9856,0.0848,0.9774
0.0237,0.9907,0.0593,0.9842
0.0104,0.9949,0.0734,0.9800
0.0079,0.9952,0.0483,0.9874
0.0082,0.9963,0.0698,0.9827
0.0060,0.9971,0.0821,0.9795
0.0245,0.9906,0.0494,0.9821
0.0100,0.9952,0.0790,0.9800
0.0049,0.9978,0.0584,0.9848
0.0624,0.9794,0.0635,0.9816
0.0115,0.9954,0.0780,0.9827
0.0145,0.9944,0.0666,0.9821
0.0050,0.9977,0.0667,0.9842
0.0112,0.9945,0.0905,0.9743
0.0109,0.9945,0.1683,0.9590
0.0435,0.9865,0.1445,0.9501
0.0194,0.9922,0.1207,0.9690
0.0252,0.9916,0.0734,0.9790
0.0077,0.9963,0.0804,0.9811
0.0016,0.9990,0.0827,0.9811
0.0035,0.9982,0.0807,0.9832
0.0141,0.9952,0.0804,0.9795
0.0092,0.9957,0.0816,0.9779
0.0018,0.9992,0.0891,0.9811
0.0142,0.9954,0.1151,0.9701
0.0303,0.9899,0.0698,0.9695
0.0055,0.9977,0.0792,0.9821
0.0109,0.9957,0.0960,0.9795
0.0043,0.9977,0.0884,0.9790
0.0023,0.9992,0.0859,0.9806
0.0018,0.9992,0.0836,0.9806
0.0016,0.9994,0.0817,0.9811
0.0011,0.9996,0.0828,0.9800
0.0010,0.9995,0.0843,0.9795
0.0009,0.9996,0.0804,0.9800
0.0013,0.9996,0.0815,0.9811
0.0007,0.9997,0.0862,0.9800
0.0007,0.9995,0.0834,0.9806
0.0012,0.9995,0.0842,0.9790
0.0003,1.0000,0.0883,0.9785
0.0004,0.9997,0.0882,0.9785
0.0006,0.9999,0.0871,0.9790
0.0004,0.9996,0.0912,0.9806
0.0008,0.9997,0.0938,0.9811
0.0003,0.9997,0.0950,0.9811
0.0003,0.9999,0.0959,0.9821
0.0003,0.9999,0.0980,0.9806
0.0001,1.0000,0.0990,0.9806
0.0003,0.9997,0.0932,0.9837
0.0005,0.9997,0.0904,0.9827
0.0004,0.9997,0.0957,0.9816
0.0004,0.9997,0.0890,0.9832
0.0001,0.9999,0.0932,0.9821
0.0001,1.0000,0.0911,0.9827
0.0001,0.9999,0.0899,0.9827
0.0010,0.9999,0.0990,0.9806
0.0001,1.0000,0.0966,0.9827
0.0001,1.0000,0.0913,0.9832
0.0004,0.9997,0.1001,0.9837
0.0001,1.0000,0.1061,0.9837
0.0000,1.0000,0.1056,0.9837
0.0000,1.0000,0.1075,0.9842
0.0002,0.9997,0.1052,0.9832
0.0002,0.9997,0.1245,0.9827
0.0002,0.9999,0.1228,0.9832
0.0001,0.9999,0.1167,0.9832
0.0000,1.0000,0.1143,0.9837
0.0000,1.0000,0.1207,0.9827
0.0004,0.9999,0.1192,0.9821
0.0004,0.9997,0.1173,0.9816
0.0000,1.0000,0.1159,0.9837
0.0000,1.0000,0.1158,0.9842
0.0000,1.0000,0.1169,0.9837
0.0000,1.0000,0.1200,0.9837
0.0002,0.9999,0.1160,0.9837
0.0002,0.9999,0.1126,0.9806
0.0001,0.9999,0.1077,0.9816
0.0000,1.0000,0.1140,0.9816
