train_loss,train_accuracy,valid_loss,valid_accuracy
0.1580,0.9371,0.1061,0.9585
0.0784,0.9657,0.0935,0.9664
0.0728,0.9691,0.0596,0.9811
0.0612,0.9738,0.0592,0.9816
0.0351,0.9840,0.0821,0.9711
0.0659,0.9729,0.1087,0.9569
0.0352,0.9840,0.0500,0.9800
0.0497,0.9817,0.0460,0.9821
0.0236,0.9879,0.0753,0.9842
0.0389,0.9840,0.0439,0.9853
0.0134,0.9929,0.0562,0.9874
0.0083,0.9941,0.0586,0.9884
0.0206,0.9897,0.0935,0.9669
0.0869,0.9716,0.0851,0.9706
0.0465,0.9801,0.0633,0.9816
0.0187,0.9897,0.0597,0.9811
0.0110,0.9936,0.0496,0.9842
0.0266,0.9869,0.0583,0.9832
0.0207,0.9902,0.0521,0.9848
0.0119,0.9938,0.0770,0.9811
0.0253,0.9899,0.0541,0.9848
0.0218,0.9924,0.1347,0.9716
0.0487,0.9809,0.0727,0.9806
0.0269,0.9882,0.0621,0.9779
0.0076,0.9945,0.0384,0.9863
0.0095,0.9958,0.0766,0.9811
0.0105,0.9954,0.0885,0.9821
0.0113,0.9939,0.0935,0.9785
0.0068,0.9967,0.0945,0.9827
0.0141,0.9943,0.1047,0.9795
0.0121,0.9945,0.1446,0.9585
0.1012,0.9701,0.0661,0.9748
0.0194,0.9922,0.0748,0.9832
0.0124,0.9944,0.0898,0.9811
0.0044,0.9969,0.0976,0.9785
0.0034,0.9976,0.0688,0.9816
0.0199,0.9927,0.1169,0.9643
0.0172,0.9918,0.0591,0.9821
0.0330,0.9880,0.0686,0.9811
0.0242,0.9907,0.0999,0.9695
0.0062,0.9967,0.0726,0.9827
0.0224,0.9934,0.0891,0.9743
0.0463,0.9894,0.0938,0.9680
0.0124,0.9944,0.0909,0.9785
0.0050,0.9976,0.1142,0.9790
0.0036,0.9987,0.1294,0.9758
0.0045,0.9980,0.0880,0.9806
0.0045,0.9985,0.1153,0.9842
0.0065,0.9963,0.0640,0.9858
0.0024,0.9985,0.0872,0.9858
0.0016,0.9991,0.0887,0.9848
0.0015,0.9994,0.0928,0.9832
0.0008,0.9997,0.0920,0.9837
0.0006,0.9999,0.0948,0.9832
0.0005,0.9996,0.0945,0.9827
0.0003,0.9999,0.0956,0.9827
0.0007,0.9997,0.0956,0.9832
0.0006,0.9997,0.0960,0.9827
0.0007,0.9997,0.0952,0.9827
0.0003,0.9999,0.0977,0.9827
0.0003,0.9997,0.0988,0.9837
0.0003,0.9999,0.0994,0.9842
0.0011,0.9996,0.1061,0.9821
0.0001,1.0000,0.1073,0.9827
0.0003,1.0000,0.1086,0.9821
0.0001,1.0000,0.1072,0.9827
0.0001,1.0000,0.1111,0.9827
0.0005,0.9997,0.1104,0.9816
0.0005,0.9996,0.1024,0.9827
0.0001,1.0000,0.1058,0.9837
0.0000,1.0000,0.1077,0.9837
0.0001,1.0000,0.1077,0.9837
0.0000,1.0000,0.1061,0.9858
0.0001,1.0000,0.1082,0.9842
0.0000,1.0000,0.1079,0.9848
0.0002,1.0000,0.1272,0.9832
0.0001,1.0000,0.1272,0.9832
0.0001,1.0000,0.1230,0.9842
0.0005,0.9997,0.1211,0.9863
0.0006,0.9995,0.1159,0.9863
0.0002,1.0000,0.1184,0.9863
0.0003,0.9997,0.1212,0.9863
0.0003,0.9999,0.1178,0.9827
0.0000,1.0000,0.1194,0.9832
0.0001,1.0000,0.1387,0.9842
0.0001,1.0000,0.1365,0.9858
0.0000,1.0000,0.1386,0.9853
0.0001,0.9999,0.1397,0.9853
0.0000,1.0000,0.1418,0.9842
0.0001,1.0000,0.1450,0.9853
0.0001,1.0000,0.1442,0.9837
0.0000,1.0000,0.1546,0.9848
0.0000,1.0000,0.1527,0.9853
0.0000,1.0000,0.1493,0.9858
0.0000,1.0000,0.1504,0.9853
0.0000,1.0000,0.1498,0.9858
0.0002,0.9999,0.1517,0.9853
0.0000,1.0000,0.1486,0.9853
0.0000,1.0000,0.1517,0.9837
0.0000,1.0000,0.1526,0.9848
